region_code,settlement_datetime,trading_date,rrp_aud_mwh,total_demand_mw,period_type
NSW1,2026-03-08 10:05:00,2026-03-08,37.95,6581.48,TRADE
NSW1,2026-03-08 10:10:00,2026-03-08,56.98,6560.15,TRADE
NSW1,2026-03-08 10:15:00,2026-03-08,37.89,6375.82,TRADE
NSW1,2026-03-08 10:20:00,2026-03-08,37.95,6418.48,TRADE
NSW1,2026-03-08 10:25:00,2026-03-08,37.89,6347.76,TRADE
NSW1,2026-03-08 10:30:00,2026-03-08,37.95,6427.99,TRADE
NSW1,2026-03-08 10:35:00,2026-03-08,52.51,6485.29,TRADE
NSW1,2026-03-08 10:40:00,2026-03-08,57.65,6539.26,TRADE
NSW1,2026-03-08 10:45:00,2026-03-08,57.06,6635.56,TRADE
NSW1,2026-03-08 10:50:00,2026-03-08,56.98,6702.59,TRADE
NSW1,2026-03-08 10:55:00,2026-03-08,37.95,6689.46,TRADE
NSW1,2026-03-08 11:00:00,2026-03-08,58.07,6697.99,TRADE
NSW1,2026-03-08 11:05:00,2026-03-08,52.61,6675.86,TRADE
NSW1,2026-03-08 11:10:00,2026-03-08,56.98,6797.23,TRADE
NSW1,2026-03-08 11:15:00,2026-03-08,37.95,6783.6,TRADE
NSW1,2026-03-08 11:20:00,2026-03-08,37.95,6750.93,TRADE
NSW1,2026-03-08 11:25:00,2026-03-08,37.95,6791.17,TRADE
NSW1,2026-03-08 11:30:00,2026-03-08,56.98,6766.63,TRADE
NSW1,2026-03-08 11:35:00,2026-03-08,57.06,6765.93,TRADE
NSW1,2026-03-08 11:40:00,2026-03-08,37.95,6684.55,TRADE
NSW1,2026-03-08 11:45:00,2026-03-08,39.25,6640.74,TRADE
NSW1,2026-03-08 11:50:00,2026-03-08,39.2,6587.74,TRADE
NSW1,2026-03-08 11:55:00,2026-03-08,37.95,6673.8,TRADE
NSW1,2026-03-08 12:00:00,2026-03-08,59.48,6773.54,TRADE
NSW1,2026-03-08 12:05:00,2026-03-08,37.95,6673.25,TRADE
NSW1,2026-03-08 12:10:00,2026-03-08,56.98,6799.57,TRADE
NSW1,2026-03-08 12:15:00,2026-03-08,39.25,6652.84,TRADE
NSW1,2026-03-08 12:20:00,2026-03-08,37.95,6583.08,TRADE
NSW1,2026-03-08 12:25:00,2026-03-08,37.95,6581.23,TRADE
NSW1,2026-03-08 12:30:00,2026-03-08,37.95,6648.1,TRADE
NSW1,2026-03-08 12:35:00,2026-03-08,56.98,6607.71,TRADE
NSW1,2026-03-08 12:40:00,2026-03-08,56.98,6624.33,TRADE
NSW1,2026-03-08 12:45:00,2026-03-08,37.95,6462.77,TRADE
NSW1,2026-03-08 12:50:00,2026-03-08,37.95,6525.53,TRADE
NSW1,2026-03-08 12:55:00,2026-03-08,37.89,6603.84,TRADE
NSW1,2026-03-08 13:00:00,2026-03-08,37.89,6568.15,TRADE
NSW1,2026-03-08 13:05:00,2026-03-08,22.12,6568.03,TRADE
NSW1,2026-03-08 13:10:00,2026-03-08,37.95,6678.81,TRADE
NSW1,2026-03-08 13:15:00,2026-03-08,37.95,6616.45,TRADE
NSW1,2026-03-08 13:20:00,2026-03-08,36.65,6659.34,TRADE
NSW1,2026-03-08 13:25:00,2026-03-08,-5.01,6593.88,TRADE
NSW1,2026-03-08 13:30:00,2026-03-08,22.12,6654.43,TRADE
NSW1,2026-03-08 13:35:00,2026-03-08,22.12,6690.93,TRADE
NSW1,2026-03-08 13:40:00,2026-03-08,35.88,6743.46,TRADE
NSW1,2026-03-08 13:45:00,2026-03-08,37.89,6801.05,TRADE
NSW1,2026-03-08 13:50:00,2026-03-08,35.8,6834.12,TRADE
NSW1,2026-03-08 13:55:00,2026-03-08,37.89,6988.13,TRADE
NSW1,2026-03-08 14:00:00,2026-03-08,40.54,7015.17,TRADE
NSW1,2026-03-08 14:05:00,2026-03-08,55.95,7033.75,TRADE
NSW1,2026-03-08 14:10:00,2026-03-08,37.95,6992.83,TRADE
NSW1,2026-03-08 14:15:00,2026-03-08,36.96,7006.99,TRADE
NSW1,2026-03-08 14:20:00,2026-03-08,37.89,7075.95,TRADE
NSW1,2026-03-08 14:25:00,2026-03-08,37.95,7135.53,TRADE
NSW1,2026-03-08 14:30:00,2026-03-08,37.89,7204.82,TRADE
NSW1,2026-03-08 14:35:00,2026-03-08,37.95,7214.15,TRADE
NSW1,2026-03-08 14:40:00,2026-03-08,37.89,7223.71,TRADE
NSW1,2026-03-08 14:45:00,2026-03-08,37.95,7298.49,TRADE
NSW1,2026-03-08 14:50:00,2026-03-08,37.95,7371.9,TRADE
NSW1,2026-03-08 14:55:00,2026-03-08,37.95,7375.24,TRADE
NSW1,2026-03-08 15:00:00,2026-03-08,37.95,7451.47,TRADE
NSW1,2026-03-08 15:05:00,2026-03-08,37.95,7290.2,TRADE
NSW1,2026-03-08 15:10:00,2026-03-08,37.95,7442.77,TRADE
NSW1,2026-03-08 15:15:00,2026-03-08,37.95,7539.45,TRADE
NSW1,2026-03-08 15:20:00,2026-03-08,37.95,7554.4,TRADE
NSW1,2026-03-08 15:25:00,2026-03-08,37.95,7497.02,TRADE
NSW1,2026-03-08 15:30:00,2026-03-08,56.98,7604.21,TRADE
NSW1,2026-03-08 15:35:00,2026-03-08,37.95,7537.15,TRADE
NSW1,2026-03-08 15:40:00,2026-03-08,39.07,7652.1,TRADE
NSW1,2026-03-08 15:45:00,2026-03-08,57.31,7732.62,TRADE
NSW1,2026-03-08 15:50:00,2026-03-08,60.86,7617.7,TRADE
NSW1,2026-03-08 15:55:00,2026-03-08,65.38,7711.94,TRADE
NSW1,2026-03-08 16:00:00,2026-03-08,77.1,7765.82,TRADE
NSW1,2026-03-08 16:05:00,2026-03-08,59.62,7751.26,TRADE
NSW1,2026-03-08 16:10:00,2026-03-08,72.23,7868.34,TRADE
NSW1,2026-03-08 16:15:00,2026-03-08,86.0,7923.54,TRADE
NSW1,2026-03-08 16:20:00,2026-03-08,86.0,7935.79,TRADE
NSW1,2026-03-08 16:25:00,2026-03-08,76.26,7960.97,TRADE
NSW1,2026-03-08 16:30:00,2026-03-08,78.0,8050.57,TRADE
NSW1,2026-03-08 16:35:00,2026-03-08,86.0,8138.99,TRADE
NSW1,2026-03-08 16:40:00,2026-03-08,86.0,8123.89,TRADE
NSW1,2026-03-08 16:45:00,2026-03-08,99.0,8162.39,TRADE
NSW1,2026-03-08 16:50:00,2026-03-08,90.54,8233.6,TRADE
NSW1,2026-03-08 16:55:00,2026-03-08,90.99,8324.02,TRADE
NSW1,2026-03-08 17:00:00,2026-03-08,99.0,8318.59,TRADE
NSW1,2026-03-08 17:05:00,2026-03-08,86.0,8230.51,TRADE
NSW1,2026-03-08 17:10:00,2026-03-08,77.1,8408.54,TRADE
NSW1,2026-03-08 17:15:00,2026-03-08,78.0,8289.74,TRADE
NSW1,2026-03-08 17:20:00,2026-03-08,85.41,8333.35,TRADE
NSW1,2026-03-08 17:25:00,2026-03-08,71.5,8347.71,TRADE
NSW1,2026-03-08 17:30:00,2026-03-08,84.79,8527.77,TRADE
NSW1,2026-03-08 17:35:00,2026-03-08,86.0,8577.6,TRADE
NSW1,2026-03-08 17:40:00,2026-03-08,86.0,8548.9,TRADE
NSW1,2026-03-08 17:45:00,2026-03-08,86.0,8410.93,TRADE
NSW1,2026-03-08 17:50:00,2026-03-08,86.0,8473.59,TRADE
NSW1,2026-03-08 17:55:00,2026-03-08,91.08,8480.3,TRADE
NSW1,2026-03-08 18:00:00,2026-03-08,98.32,8448.27,TRADE
NSW1,2026-03-08 18:05:00,2026-03-08,88.26,8441.63,TRADE
NSW1,2026-03-08 18:10:00,2026-03-08,88.87,8432.15,TRADE
NSW1,2026-03-08 18:15:00,2026-03-08,86.0,8498.17,TRADE
NSW1,2026-03-08 18:20:00,2026-03-08,99.0,8463.48,TRADE
NSW1,2026-03-08 18:25:00,2026-03-08,88.95,8313.71,TRADE
NSW1,2026-03-08 18:30:00,2026-03-08,94.25,8474.27,TRADE
NSW1,2026-03-08 18:35:00,2026-03-08,86.0,8339.88,TRADE
NSW1,2026-03-08 18:40:00,2026-03-08,90.66,8387.93,TRADE
NSW1,2026-03-08 18:45:00,2026-03-08,86.0,8432.35,TRADE
NSW1,2026-03-08 18:50:00,2026-03-08,86.0,8366.05,TRADE
NSW1,2026-03-08 18:55:00,2026-03-08,86.0,8434.29,TRADE
NSW1,2026-03-08 19:00:00,2026-03-08,86.0,8494.49,TRADE
NSW1,2026-03-08 19:05:00,2026-03-08,86.0,8456.55,TRADE
NSW1,2026-03-08 19:10:00,2026-03-08,86.0,8471.42,TRADE
NSW1,2026-03-08 19:15:00,2026-03-08,78.95,8333.76,TRADE
NSW1,2026-03-08 19:20:00,2026-03-08,78.15,8335.04,TRADE
NSW1,2026-03-08 19:25:00,2026-03-08,67.86,8256.96,TRADE
NSW1,2026-03-08 19:30:00,2026-03-08,76.8,8250.72,TRADE
NSW1,2026-03-08 19:35:00,2026-03-08,77.26,8182.0,TRADE
NSW1,2026-03-08 19:40:00,2026-03-08,69.36,8179.26,TRADE
NSW1,2026-03-08 19:45:00,2026-03-08,78.31,8237.78,TRADE
NSW1,2026-03-08 19:50:00,2026-03-08,77.38,8143.1,TRADE
NSW1,2026-03-08 19:55:00,2026-03-08,77.88,8180.48,TRADE
NSW1,2026-03-08 20:00:00,2026-03-08,67.51,8166.46,TRADE
NSW1,2026-03-08 20:05:00,2026-03-08,60.9,8080.84,TRADE
NSW1,2026-03-08 20:10:00,2026-03-08,64.89,8008.88,TRADE
NSW1,2026-03-08 20:15:00,2026-03-08,64.89,8066.88,TRADE
NSW1,2026-03-08 20:20:00,2026-03-08,63.3,8027.44,TRADE
NSW1,2026-03-08 20:25:00,2026-03-08,60.9,8012.79,TRADE
NSW1,2026-03-08 20:30:00,2026-03-08,57.31,7926.67,TRADE
NSW1,2026-03-08 20:35:00,2026-03-08,79.33,8017.46,TRADE
NSW1,2026-03-08 20:40:00,2026-03-08,76.15,7876.85,TRADE
NSW1,2026-03-08 20:45:00,2026-03-08,64.89,7764.49,TRADE
NSW1,2026-03-08 20:50:00,2026-03-08,64.89,7740.46,TRADE
NSW1,2026-03-08 20:55:00,2026-03-08,75.81,7781.86,TRADE
NSW1,2026-03-08 21:00:00,2026-03-08,64.89,7735.59,TRADE
NSW1,2026-03-08 21:05:00,2026-03-08,75.84,7725.71,TRADE
NSW1,2026-03-08 21:10:00,2026-03-08,76.08,7712.94,TRADE
NSW1,2026-03-08 21:15:00,2026-03-08,64.03,7651.85,TRADE
NSW1,2026-03-08 21:20:00,2026-03-08,63.78,7615.58,TRADE
NSW1,2026-03-08 21:25:00,2026-03-08,64.89,7714.6,TRADE
NSW1,2026-03-08 21:30:00,2026-03-08,64.89,7668.43,TRADE
NSW1,2026-03-08 21:35:00,2026-03-08,64.89,7568.77,TRADE
NSW1,2026-03-08 21:40:00,2026-03-08,78.02,7633.91,TRADE
NSW1,2026-03-08 21:45:00,2026-03-08,78.56,7611.91,TRADE
NSW1,2026-03-08 21:50:00,2026-03-08,78.0,7580.0,TRADE
NSW1,2026-03-08 21:55:00,2026-03-08,64.71,7447.69,TRADE
NSW1,2026-03-08 22:00:00,2026-03-08,62.8,7462.94,TRADE
NSW1,2026-03-08 22:05:00,2026-03-08,63.6,7359.76,TRADE
NSW1,2026-03-08 22:10:00,2026-03-08,64.87,7385.99,TRADE
NSW1,2026-03-08 22:15:00,2026-03-08,65.37,7424.88,TRADE
NSW1,2026-03-08 22:20:00,2026-03-08,63.15,7325.65,TRADE
NSW1,2026-03-08 22:25:00,2026-03-08,64.89,7339.1,TRADE
NSW1,2026-03-08 22:30:00,2026-03-08,62.3,7244.78,TRADE
NSW1,2026-03-08 22:35:00,2026-03-08,64.89,7278.02,TRADE
NSW1,2026-03-08 22:40:00,2026-03-08,64.89,7299.89,TRADE
NSW1,2026-03-08 22:45:00,2026-03-08,65.93,7255.18,TRADE
NSW1,2026-03-08 22:50:00,2026-03-08,64.89,7226.49,TRADE
NSW1,2026-03-08 22:55:00,2026-03-08,65.93,7132.74,TRADE
NSW1,2026-03-08 23:00:00,2026-03-08,66.35,7116.35,TRADE
NSW1,2026-03-08 23:05:00,2026-03-08,65.76,7149.72,TRADE
NSW1,2026-03-08 23:10:00,2026-03-08,67.47,7177.35,TRADE
NSW1,2026-03-08 23:15:00,2026-03-08,67.09,7117.19,TRADE
NSW1,2026-03-08 23:20:00,2026-03-08,66.52,7069.13,TRADE
NSW1,2026-03-08 23:25:00,2026-03-08,66.26,7056.75,TRADE
NSW1,2026-03-08 23:30:00,2026-03-08,68.34,7058.73,TRADE
NSW1,2026-03-08 23:35:00,2026-03-08,64.89,7031.99,TRADE
NSW1,2026-03-08 23:40:00,2026-03-08,67.28,6938.54,TRADE
NSW1,2026-03-08 23:45:00,2026-03-08,69.21,6947.47,TRADE
NSW1,2026-03-08 23:50:00,2026-03-08,69.95,6979.38,TRADE
NSW1,2026-03-08 23:55:00,2026-03-08,69.09,6949.74,TRADE
NSW1,2026-03-09 00:00:00,2026-03-09,67.69,6928.95,TRADE
NSW1,2026-03-09 00:05:00,2026-03-09,67.67,6908.77,TRADE
NSW1,2026-03-09 00:10:00,2026-03-09,82.33,6947.73,TRADE
NSW1,2026-03-09 00:15:00,2026-03-09,70.04,6907.14,TRADE
NSW1,2026-03-09 00:20:00,2026-03-09,64.56,6839.88,TRADE
NSW1,2026-03-09 00:25:00,2026-03-09,70.04,6747.79,TRADE
NSW1,2026-03-09 00:30:00,2026-03-09,68.13,6769.6,TRADE
NSW1,2026-03-09 00:35:00,2026-03-09,68.4,6718.21,TRADE
NSW1,2026-03-09 00:40:00,2026-03-09,69.26,6720.81,TRADE
NSW1,2026-03-09 00:45:00,2026-03-09,69.1,6672.65,TRADE
NSW1,2026-03-09 00:50:00,2026-03-09,73.46,6647.43,TRADE
NSW1,2026-03-09 00:55:00,2026-03-09,68.18,6625.97,TRADE
NSW1,2026-03-09 01:00:00,2026-03-09,68.78,6606.25,TRADE
NSW1,2026-03-09 01:05:00,2026-03-09,68.56,6531.62,TRADE
NSW1,2026-03-09 01:10:00,2026-03-09,69.04,6569.25,TRADE
NSW1,2026-03-09 01:15:00,2026-03-09,80.66,6503.22,TRADE
NSW1,2026-03-09 01:20:00,2026-03-09,70.09,6499.57,TRADE
NSW1,2026-03-09 01:25:00,2026-03-09,82.25,6400.48,TRADE
NSW1,2026-03-09 01:30:00,2026-03-09,78.0,6429.21,TRADE
NSW1,2026-03-09 01:35:00,2026-03-09,67.41,6385.81,TRADE
NSW1,2026-03-09 01:40:00,2026-03-09,84.79,6436.14,TRADE
NSW1,2026-03-09 01:45:00,2026-03-09,72.13,6434.41,TRADE
NSW1,2026-03-09 01:50:00,2026-03-09,78.0,6470.48,TRADE
NSW1,2026-03-09 01:55:00,2026-03-09,71.33,6405.43,TRADE
NSW1,2026-03-09 02:00:00,2026-03-09,70.43,6352.64,TRADE
NSW1,2026-03-09 02:05:00,2026-03-09,71.52,6402.86,TRADE
NSW1,2026-03-09 02:10:00,2026-03-09,72.45,6399.78,TRADE
NSW1,2026-03-09 02:15:00,2026-03-09,61.86,6400.99,TRADE
NSW1,2026-03-09 02:20:00,2026-03-09,72.0,6408.71,TRADE
NSW1,2026-03-09 02:25:00,2026-03-09,78.0,6368.64,TRADE
NSW1,2026-03-09 02:30:00,2026-03-09,71.15,6332.2,TRADE
NSW1,2026-03-09 02:35:00,2026-03-09,69.76,6367.07,TRADE
NSW1,2026-03-09 02:40:00,2026-03-09,74.76,6392.96,TRADE
NSW1,2026-03-09 02:45:00,2026-03-09,71.54,6341.64,TRADE
NSW1,2026-03-09 02:50:00,2026-03-09,67.68,6390.08,TRADE
NSW1,2026-03-09 02:55:00,2026-03-09,61.89,6316.37,TRADE
NSW1,2026-03-09 03:00:00,2026-03-09,78.17,6337.26,TRADE
NSW1,2026-03-09 03:05:00,2026-03-09,73.92,6410.62,TRADE
NSW1,2026-03-09 03:10:00,2026-03-09,87.34,6390.64,TRADE
NSW1,2026-03-09 03:15:00,2026-03-09,73.42,6437.72,TRADE
NSW1,2026-03-09 03:20:00,2026-03-09,69.77,6338.67,TRADE
NSW1,2026-03-09 03:25:00,2026-03-09,69.87,6400.88,TRADE
NSW1,2026-03-09 03:30:00,2026-03-09,70.69,6378.47,TRADE
NSW1,2026-03-09 03:35:00,2026-03-09,85.65,6338.26,TRADE
NSW1,2026-03-09 03:40:00,2026-03-09,73.37,6396.38,TRADE
NSW1,2026-03-09 03:45:00,2026-03-09,84.79,6346.59,TRADE
NSW1,2026-03-09 03:50:00,2026-03-09,74.36,6463.73,TRADE
NSW1,2026-03-09 03:55:00,2026-03-09,82.1,6492.47,TRADE
NSW1,2026-03-09 04:00:00,2026-03-09,84.79,6477.3,TRADE
NSW1,2026-03-09 04:05:00,2026-03-09,71.5,6467.22,TRADE
NSW1,2026-03-09 04:10:00,2026-03-09,86.07,6519.54,TRADE
NSW1,2026-03-09 04:15:00,2026-03-09,72.75,6612.81,TRADE
NSW1,2026-03-09 04:20:00,2026-03-09,83.33,6648.8,TRADE
NSW1,2026-03-09 04:25:00,2026-03-09,84.79,6557.11,TRADE
NSW1,2026-03-09 04:30:00,2026-03-09,78.0,6699.95,TRADE
NSW1,2026-03-09 04:35:00,2026-03-09,84.79,6742.28,TRADE
NSW1,2026-03-09 04:40:00,2026-03-09,85.34,6789.18,TRADE
NSW1,2026-03-09 04:45:00,2026-03-09,86.96,6846.48,TRADE
NSW1,2026-03-09 04:50:00,2026-03-09,70.58,6738.01,TRADE
NSW1,2026-03-09 04:55:00,2026-03-09,86.83,6896.05,TRADE
NSW1,2026-03-09 05:00:00,2026-03-09,86.24,6969.67,TRADE
NSW1,2026-03-09 05:05:00,2026-03-09,81.27,7028.21,TRADE
NSW1,2026-03-09 05:10:00,2026-03-09,84.79,7116.8,TRADE
NSW1,2026-03-09 05:15:00,2026-03-09,78.0,7196.52,TRADE
NSW1,2026-03-09 05:20:00,2026-03-09,100.01,7254.23,TRADE
NSW1,2026-03-09 05:25:00,2026-03-09,83.82,7266.94,TRADE
NSW1,2026-03-09 05:30:00,2026-03-09,89.33,7336.12,TRADE
NSW1,2026-03-09 05:35:00,2026-03-09,86.23,7379.44,TRADE
NSW1,2026-03-09 05:40:00,2026-03-09,90.03,7591.62,TRADE
NSW1,2026-03-09 05:45:00,2026-03-09,88.32,7540.92,TRADE
NSW1,2026-03-09 05:50:00,2026-03-09,90.37,7697.87,TRADE
NSW1,2026-03-09 05:55:00,2026-03-09,89.76,7684.35,TRADE
NSW1,2026-03-09 06:00:00,2026-03-09,84.79,7809.76,TRADE
NSW1,2026-03-09 06:05:00,2026-03-09,89.03,7858.63,TRADE
NSW1,2026-03-09 06:10:00,2026-03-09,105.79,7935.4,TRADE
NSW1,2026-03-09 06:15:00,2026-03-09,104.89,7951.85,TRADE
NSW1,2026-03-09 06:20:00,2026-03-09,100.01,7864.75,TRADE
NSW1,2026-03-09 06:25:00,2026-03-09,100.01,7880.31,TRADE
NSW1,2026-03-09 06:30:00,2026-03-09,104.36,7929.65,TRADE
NSW1,2026-03-09 06:35:00,2026-03-09,92.87,7952.49,TRADE
NSW1,2026-03-09 06:40:00,2026-03-09,85.16,8055.23,TRADE
NSW1,2026-03-09 06:45:00,2026-03-09,85.49,8093.86,TRADE
NSW1,2026-03-09 06:50:00,2026-03-09,88.58,8122.17,TRADE
NSW1,2026-03-09 06:55:00,2026-03-09,78.0,8127.35,TRADE
NSW1,2026-03-09 07:00:00,2026-03-09,68.04,8140.01,TRADE
NSW1,2026-03-09 07:05:00,2026-03-09,66.76,8243.83,TRADE
NSW1,2026-03-09 07:10:00,2026-03-09,62.05,8116.29,TRADE
NSW1,2026-03-09 07:15:00,2026-03-09,62.02,8193.01,TRADE
NSW1,2026-03-09 07:20:00,2026-03-09,61.97,8191.74,TRADE
NSW1,2026-03-09 07:25:00,2026-03-09,65.2,8099.62,TRADE
NSW1,2026-03-09 07:30:00,2026-03-09,65.2,8073.45,TRADE
NSW1,2026-03-09 07:35:00,2026-03-09,88.06,8083.33,TRADE
NSW1,2026-03-09 07:40:00,2026-03-09,61.4,8053.19,TRADE
NSW1,2026-03-09 07:45:00,2026-03-09,65.2,8086.37,TRADE
NSW1,2026-03-09 07:50:00,2026-03-09,65.2,7990.75,TRADE
NSW1,2026-03-09 07:55:00,2026-03-09,61.47,7967.54,TRADE
NSW1,2026-03-09 08:00:00,2026-03-09,65.2,7911.78,TRADE
NSW1,2026-03-09 08:05:00,2026-03-09,72.48,7897.22,TRADE
NSW1,2026-03-09 08:10:00,2026-03-09,65.2,7846.26,TRADE
NSW1,2026-03-09 08:15:00,2026-03-09,71.77,7846.95,TRADE
NSW1,2026-03-09 08:20:00,2026-03-09,70.9,7807.78,TRADE
NSW1,2026-03-09 08:25:00,2026-03-09,66.14,7750.98,TRADE
NSW1,2026-03-09 08:30:00,2026-03-09,72.19,7705.15,TRADE
NSW1,2026-03-09 08:35:00,2026-03-09,74.69,7703.7,TRADE
NSW1,2026-03-09 08:40:00,2026-03-09,84.79,7785.21,TRADE
NSW1,2026-03-09 08:45:00,2026-03-09,84.79,7855.59,TRADE
NSW1,2026-03-09 08:50:00,2026-03-09,96.0,7941.68,TRADE
NSW1,2026-03-09 08:55:00,2026-03-09,65.2,7860.56,TRADE
NSW1,2026-03-09 09:00:00,2026-03-09,78.0,7828.45,TRADE
NSW1,2026-03-09 09:05:00,2026-03-09,96.0,7877.4,TRADE
NSW1,2026-03-09 09:10:00,2026-03-09,95.81,7954.52,TRADE
NSW1,2026-03-09 09:15:00,2026-03-09,84.79,8000.67,TRADE
NSW1,2026-03-09 09:20:00,2026-03-09,84.79,7999.64,TRADE
NSW1,2026-03-09 09:25:00,2026-03-09,86.68,7991.36,TRADE
NSW1,2026-03-09 09:30:00,2026-03-09,65.2,7845.54,TRADE
NSW1,2026-03-09 09:35:00,2026-03-09,66.69,7912.22,TRADE
NSW1,2026-03-09 09:40:00,2026-03-09,79.98,7951.12,TRADE
NSW1,2026-03-09 09:45:00,2026-03-09,79.8,8031.13,TRADE
NSW1,2026-03-09 09:50:00,2026-03-09,65.94,7987.88,TRADE
NSW1,2026-03-09 09:55:00,2026-03-09,79.98,8018.94,TRADE
NSW1,2026-03-09 10:00:00,2026-03-09,66.01,7950.34,TRADE
NSW1,2026-03-09 10:05:00,2026-03-09,80.3,7945.54,TRADE
NSW1,2026-03-09 10:10:00,2026-03-09,58.77,7936.45,TRADE
NSW1,2026-03-09 10:15:00,2026-03-09,55.23,7814.0,TRADE
NSW1,2026-03-09 10:20:00,2026-03-09,45.16,7765.19,TRADE
NSW1,2026-03-09 10:25:00,2026-03-09,65.2,7847.17,TRADE
NSW1,2026-03-09 10:30:00,2026-03-09,57.41,7761.72,TRADE
NSW1,2026-03-09 10:35:00,2026-03-09,65.2,7740.49,TRADE
NSW1,2026-03-09 10:40:00,2026-03-09,65.2,7623.0,TRADE
NSW1,2026-03-09 10:45:00,2026-03-09,65.2,7585.85,TRADE
NSW1,2026-03-09 10:50:00,2026-03-09,45.42,7528.68,TRADE
NSW1,2026-03-09 10:55:00,2026-03-09,78.0,7631.55,TRADE
NSW1,2026-03-09 11:00:00,2026-03-09,64.48,7542.34,TRADE
NSW1,2026-03-09 11:05:00,2026-03-09,64.48,7490.74,TRADE
NSW1,2026-03-09 11:10:00,2026-03-09,64.43,7495.25,TRADE
NSW1,2026-03-09 11:15:00,2026-03-09,64.49,7555.18,TRADE
NSW1,2026-03-09 11:20:00,2026-03-09,76.01,7489.9,TRADE
NSW1,2026-03-09 11:25:00,2026-03-09,79.09,7366.1,TRADE
NSW1,2026-03-09 11:30:00,2026-03-09,80.07,7412.29,TRADE
NSW1,2026-03-09 11:35:00,2026-03-09,76.86,7386.47,TRADE
NSW1,2026-03-09 11:40:00,2026-03-09,91.59,7385.52,TRADE
NSW1,2026-03-09 11:45:00,2026-03-09,96.0,7377.69,TRADE
NSW1,2026-03-09 11:50:00,2026-03-09,84.79,7304.16,TRADE
NSW1,2026-03-09 11:55:00,2026-03-09,80.06,7286.47,TRADE
NSW1,2026-03-09 12:00:00,2026-03-09,84.79,7305.03,TRADE
NSW1,2026-03-09 12:05:00,2026-03-09,75.35,7355.73,TRADE
NSW1,2026-03-09 12:10:00,2026-03-09,79.37,7312.83,TRADE
NSW1,2026-03-09 12:15:00,2026-03-09,80.99,7359.78,TRADE
NSW1,2026-03-09 12:20:00,2026-03-09,86.0,7365.33,TRADE
NSW1,2026-03-09 12:25:00,2026-03-09,84.79,7324.06,TRADE
NSW1,2026-03-09 12:30:00,2026-03-09,84.79,7215.17,TRADE
NSW1,2026-03-09 12:35:00,2026-03-09,84.79,7207.75,TRADE
NSW1,2026-03-09 12:40:00,2026-03-09,65.96,7263.74,TRADE
NSW1,2026-03-09 12:45:00,2026-03-09,65.22,7275.61,TRADE
NSW1,2026-03-09 12:50:00,2026-03-09,63.98,7138.38,TRADE
NSW1,2026-03-09 12:55:00,2026-03-09,64.0,7114.02,TRADE
NSW1,2026-03-09 13:00:00,2026-03-09,76.27,7082.64,TRADE
NSW1,2026-03-09 13:05:00,2026-03-09,84.79,7024.59,TRADE
NSW1,2026-03-09 13:10:00,2026-03-09,93.78,7080.34,TRADE
NSW1,2026-03-09 13:15:00,2026-03-09,91.48,7122.77,TRADE
NSW1,2026-03-09 13:20:00,2026-03-09,86.0,7153.5,TRADE
NSW1,2026-03-09 13:25:00,2026-03-09,90.88,7244.76,TRADE
NSW1,2026-03-09 13:30:00,2026-03-09,99.4,7243.83,TRADE
NSW1,2026-03-09 13:35:00,2026-03-09,90.84,7167.73,TRADE
NSW1,2026-03-09 13:40:00,2026-03-09,86.0,7317.36,TRADE
NSW1,2026-03-09 13:45:00,2026-03-09,90.84,7232.65,TRADE
NSW1,2026-03-09 13:50:00,2026-03-09,86.0,7271.58,TRADE
NSW1,2026-03-09 13:55:00,2026-03-09,84.79,7218.15,TRADE
NSW1,2026-03-09 14:00:00,2026-03-09,89.86,7225.07,TRADE
NSW1,2026-03-09 14:05:00,2026-03-09,91.82,7166.01,TRADE
NSW1,2026-03-09 14:10:00,2026-03-09,96.0,7177.79,TRADE
NSW1,2026-03-09 14:15:00,2026-03-09,86.0,7118.29,TRADE
NSW1,2026-03-09 14:20:00,2026-03-09,86.0,7102.04,TRADE
NSW1,2026-03-09 14:25:00,2026-03-09,86.0,7017.37,TRADE
NSW1,2026-03-09 14:30:00,2026-03-09,87.14,7116.15,TRADE
NSW1,2026-03-09 14:35:00,2026-03-09,96.0,7139.82,TRADE
NSW1,2026-03-09 14:40:00,2026-03-09,86.0,7052.67,TRADE
NSW1,2026-03-09 14:45:00,2026-03-09,86.0,7166.5,TRADE
NSW1,2026-03-09 14:50:00,2026-03-09,88.83,7174.83,TRADE
NSW1,2026-03-09 14:55:00,2026-03-09,96.0,7321.36,TRADE
NSW1,2026-03-09 15:00:00,2026-03-09,97.24,7340.43,TRADE
NSW1,2026-03-09 15:05:00,2026-03-09,97.7,7462.45,TRADE
NSW1,2026-03-09 15:10:00,2026-03-09,96.0,7418.5,TRADE
NSW1,2026-03-09 15:15:00,2026-03-09,104.89,7565.85,TRADE
NSW1,2026-03-09 15:20:00,2026-03-09,97.03,7590.17,TRADE
NSW1,2026-03-09 15:25:00,2026-03-09,111.4,7681.08,TRADE
NSW1,2026-03-09 15:30:00,2026-03-09,105.79,7691.61,TRADE
NSW1,2026-03-09 15:35:00,2026-03-09,111.93,7812.79,TRADE
NSW1,2026-03-09 15:40:00,2026-03-09,134.89,7808.99,TRADE
NSW1,2026-03-09 15:45:00,2026-03-09,134.89,7824.87,TRADE
